 38.87429 , 4.961945 , 1024.875 , 0.03432183 , -629.8501 ,
 38.88495 , 4.937017 , 1023.078 , 0.0342746 , -628.9645 ,
 38.88872 , 4.905317 , 1022.108 , 0.03421634 , -627.0037 ,
 38.88876 , 4.882092 , 1022.024 , 0.03414612 , -625.7636 ,
 38.88876 , 4.893373 , 1022.05 , 0.03418085 , -626.3585 ,
 38.88877 , 4.768896 , 1022 , 0.0340748 , -616.887 ,
 38.88877 , 4.768896 , 1022 , 0.0340748 , -616.887 ,
 38.88877 , 4.776764 , 1022 , 0.0340748 , -617.4431 ,
 38.88877 , 4.797107 , 1022 , 0.0340748 , -618.9685 ,
 38.88877 , 4.814308 , 1022 , 0.03407481 , -620.367 ,
 38.88877 , 4.822481 , 1022 , 0.03407486 , -621.0696 ,
 38.88877 , 4.840393 , 1022.001 , 0.03407845 , -622.6518 ,
 42.35609 , 5.386343 , 1087.819 , 0.03146919 , -632.42 ,
