 40.88861 , 5.740156 , 1108.254 , 0.03587369 , -1053.573 ,
 39.50724 , 5.415097 , 1066.379 , 0.03708254 , -1053.329 ,
 37.58227 , 5.229528 , 1043.759 , 0.03889144 , -1052.785 ,
 36.33852 , 5.112053 , 1029.607 , 0.04016941 , -1051.767 ,
 36.29041 , 5.074819 , 1025.588 , 0.04019661 , -1051.056 ,
 36.31459 , 5.038785 , 1022.702 , 0.0401267 , -1049.631 ,
 36.31733 , 4.998252 , 1022.006 , 0.04006872 , -1045.836 ,
 36.31733 , 4.973085 , 1022 , 0.0400113 , -1043.907 ,
 36.31733 , 4.952076 , 1022 , 0.04000816 , -1041.856 ,
 36.31733 , 4.938547 , 1022 , 0.04000815 , -1040.669 ,
 36.31733 , 4.928649 , 1022 , 0.04000815 , -1039.872 ,
 36.31733 , 4.908116 , 1022 , 0.04000815 , -1038.384 ,
