 42.04747 , 4.492492 , 966.8128 , 0.03753915 , -415.5314 ,
 42.05162 , 4.470265 , 965.7679 , 0.03748497 , -414.8368 ,
 42.05294 , 4.442956 , 965.1865 , 0.03741168 , -413.6769 ,
 42.05304 , 4.22607 , 965 , 0.03710234 , -402.467 ,
 42.05304 , 4.22607 , 965 , 0.03710234 , -402.467 ,
 42.05304 , 4.261595 , 965 , 0.03710234 , -404.2563 ,
 42.05304 , 4.274234 , 965 , 0.03710234 , -404.9422 ,
 42.05304 , 4.292063 , 965 , 0.03710234 , -405.9585 ,
 42.05304 , 4.30308 , 965 , 0.03710235 , -406.6171 ,
 42.05304 , 4.350532 , 965.0012 , 0.03711877 , -409.6066 ,
 42.05304 , 4.375589 , 965.0052 , 0.03718752 , -410.7819 ,
 42.05304 , 4.395917 , 965.0146 , 0.03725894 , -411.6109 ,
 42.05304 , 4.417744 , 965.046 , 0.03733377 , -412.5357 ,
 42.2804 , 4.703697 , 1000.5 , 0.03693407 , -417.6813 ,
